Sponsor,Study Title,Medicine or Vaccine (generic name),Sponsor Identification Number,Trial Registry Identification Number(s),Medical Condition,Phase,Link to Sponsor Study Registry,Link to study details on ClinicalTrials.gov (if available),Link to study details on EudraCT (if available),Analysis-ready dataset,Annotated case report form,Clinical study report,Dataset specifications,Protocol with any amendments,Raw dataset,Reporting and analysis plan,Additional Information about the data and documents available for this study,Date Added to this Site
Boehringer Ingelheim,Open Label Study of NVP+CBV Treatment in Women Who Have Received sdNVP for the pMTCT of HIV,nevirapine,1100.1414,NCT00144157,Acquired Immunodeficiency Syndrome,Phase 4,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,https://clinicaltrials.gov/ct2/show/NCT00144157?term=1100.1414&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2015
Boehringer Ingelheim,Safety and PK Study of BIBF 1120 in Japanese Patients With IPF,nintedanib,1199.31,NCT01136174,Idiopathic Pulmonary Fibrosis,Phase 2,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,https://clinicaltrials.gov/ct2/show/NCT01136174?term=1199.31&rank=2&submit_fld_opt=,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2015
Boehringer Ingelheim,Safety and Efficacy of BIBF 1120 at High Dose in Idiopathic Pulmonary Fibrosis Patients,nintedanib,1199.32,NCT01335464,Pulmonary Fibrosis,Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,https://clinicaltrials.gov/ct2/show/NCT01335464?term=1199.32&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2015
Boehringer Ingelheim,Safety and Efficacy of BIBF 1120 at High Dose in Idiopathic Pulmonary Fibrosis Patients II,nintedanib,1199.34,NCT01335477,Pulmonary Fibrosis,Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,https://clinicaltrials.gov/ct2/show/NCT01335477?term=1199.34&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2015
Takeda,"A Phase III, Randomized, Multicenter, Allopurinol and Placebo-Controlled Study Assessing the Safety and Efficacy of Oral Febuxostat in Subjects With Gout",febuxostat,C02-009,NCT00174915,Hyperuricemia,Phase 3,http://takedaclinicaltrials.com/browse/summary/C02-009,https://clinicaltrials.gov/show/NCT00174915,,N,N,Y,Y,Y,Y,Y,Blank case report forms will be provided.,1-Apr-2015
Takeda,"A Phase 3, Randomized, Multicenter Study Comparing the Safety and Efficacy of Oral Febuxostat Versus Allopurinol in Subjects With Gout",febuxostat,C02-010,NCT00102440,Hyperuricemia,Phase 3,http://takedaclinicaltrials.com/browse/summary/C02-010,https://clinicaltrials.gov/show/NCT00102440,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,"A Phase 3, Open-Label, Randomized, Allopurinol-Controlled Study to Assess the Long-Term Safety of Oral Febuxostat in Subjects With Gout",febuxostat,C02-021,NCT00175019,Hyperuricemia,Phase 3,http://takedaclinicaltrials.com/browse/summary/C02-021,https://clinicaltrials.gov/show/NCT00175019,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,"A Phase 3, Randomized, Multicenter, Double-Blind, Allopurinol-Controlled Study Assessing the Efficacy and Safety of Oral Febuxostat in Subjects With Gout",febuxostat,F-GT06-153,NCT00430248,Hyperuricemia,Phase 3,http://takedaclinicaltrials.com/browse/summary/F-GT06-153,https://clinicaltrials.gov/show/NCT00430248,,N,N,Y,Y,Y,Y,Y,,1-Apr-2015
Takeda,"Phase 2, Dose-Response, Safety and Efficacy Study of Oral Febuxostat (TMX-67) in Subjects With Gout",febuxostat,TMX-00-004,NCT00174967,Hyperuricemia,Phase 2,http://takedaclinicaltrials.com/browse/summary/TMX-00-004,https://clinicaltrials.gov/show/NCT00174967,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,"Phase 2, Open-Label Study to Assess the Long-Term Safety of Oral TMX-67 in Subjects With Gout",febuxostat,TMX-01-005,NCT00174941,Hyperuricemia,Phase 2,http://takedaclinicaltrials.com/browse/summary/TMX-01-005,https://clinicaltrials.gov/show/NCT00174941,,N,N,Y,Y,Y,Y,Y,,1-Apr-2015
Takeda,A Phase I Study to Assess the Effect of Multiple Dosing of Febuxostat on the Pharmacokinetics of Desipramine,febuxostat,C02-005,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/C02-005,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,"A Phase I, Single-Center Study to Evaluate the Safety and the Effect of Febuxostat (TMX-67) on the Pharmacokinetics of Colchicine at Steady State in Healthy Subjects",febuxostat,C02-006,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/C02-006,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,Assessment of Potential Effect of Naproxen on the Pharmacokinetics of Febuxostat (TMX-67) and the Potential Effect of Febuxostat on the Pharmacokinetics of Naproxen at Steady State in Healthy Subjects,febuxostat,C02-013,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/C02-013,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,"A Phase 1, Double-Blind Study to Evaluate the Safety and Tolerability of 300 mg of TMX-67, and a Double-Blind, Crossover Study to Evaluate the Potential Effect of TMX 67 on the QTc in Healthy Subjects After Multiple Doses Using Avelox® (moxifloxacin hydrochloride) as the Active Control Part A",febuxostat,C02-023 Part A,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/C02-023 (Part A),Not available,,N,N,Y,Y,Y,N,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,"A Phase 1, Double-Blind Study to Evaluate the Safety and Tolerability of 300 mg of TMX-67, and a Double-Blind, Crossover Study to Evaluate the Potential Effect of TMX 67 on the QTc in Healthy Subjects After Multiple Doses Using Avelox® (moxifloxacin hydrochloride) as the Active Control Part B",febuxostat,C02-023 Part B,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/C02-023 (Part B),Not available,,N,N,Y,Y,Y,N,N,,1-Apr-2015
Takeda,A Phase 1 Study to Assess the Relative Bioavailability of TMX-67 from Two 40 mg Tablets to That From an 80 mg Tablet,febuxostat,C02-033,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/C02-033,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,A Phase 1 Study to Assess the Relative Bioavailability of TMX-67 from an 80 mg (300 L gral batch size) Tablet to that from an 80 mg (75 L gral batch size) Tablet,febuxostat,C02-034,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/C02-034,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,"A Phase 1, Multiple-Dose Study of 80 mg Febuxostat (TMX-67) Comparing the Pharmacokinetics and Pharmacodynamics of Febuxostat Under Fed Conditions to Those Under Fasting Conditions in Healthy Subjects",febuxostat,C02-036,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/C02-036,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,The Metabolism and Excretion of Orally Administered [14C]Febuxostat in Healthy Male Subjects,febuxostat,C03-040,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/C03-040,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,A Phase 1 Study to Assess the Relative Bioavailability of 1 Febuxostat 120 mg Tablet to 1 Febuxostat 80 mg Tablet and 1 Febuxostat 40 mg Tablet,febuxostat,C03-044,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/C03-044,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,A Phase 1 Study to Assess the Effect of Food on the Pharmacokinetics of Febuxostat Following a Single Dose with One 120 mg Febuxostat Oral Tablet,febuxostat,C03-054,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/C03-054,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,A Phase 1 Two-way Crossover Study to Assess the Effect of Multiple Oral Doses of Febuxostat on the Pharmacokinetics and Pharmacodynamics of Warfarin Following Multiple Oral Doses of Warfarin,febuxostat,C03-057,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/C03-054,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,A Phase 1 Study to Evaluate the Effect of Hydrochlorothiazide on the Pharmacokinetics and Pharmacodynamics of Febuxostat in Healthy Subjects,febuxostat,C03-059,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/C03-054,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,"A Phase 1, 2-way Crossover Study to Assess the Effect of Multiple Oral Doses of Febuxostat on the Pharmacokinetics and Pharmacodynamics of Warfarin Following Multiple Oral Doses of Warfarin",febuxostat,F-P107-162,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/f-p107-162,Not available,,N,N,Y,Y,Y,Y,Y,,1-Apr-2015
Takeda,Effects of Food on the Pharmacokinetics of TMX-67 in Healthy Subjects,febuxostat,TMX-00-002,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/TMX-00-002,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,The Effect of Colchicine on the Pharmacokinetic Profile of TMX-67 in Healthy Subjects,febuxostat,TMX-00-006,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/TMX-00-006,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,"Safety, Pharmacokinetics, and Pharmacodynamic Study of TMX-67 in Subjects with Normal or Impaired Renal Function",febuxostat,TMX-01-008,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/TMX-01-008,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,"A Phase I Study to Evaluate the Bioavailability of TMX-67 20 mg Tablets Manufactured at Two Different Facilities, and to Assess the Bioavailability of TMX-67 from 80 mg Tablets Relative to 4 x 20 mg Tablets",febuxostat,TMX-01-009,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/TMX-01-009,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,A Phase I Study to Assess the Relative Bioavailability of Different Formulations of TMX-67 Tablets Manufactured by Abbott Laboratories,febuxostat,TMX-01-010,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/TMX-01-010,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,"Safety, Pharmacokinetics, and Pharmacodynamic Study of TMX-67 in Subjects with Normal or Impaired Hepatic Function",febuxostat,TMX-01-012,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/TMX-01-012,Not available,,N,N,Y,Y,Y,Y,N,,1-Apr-2015
Takeda,The Effect of an Antacid on the Pharmacokinetics of TMX-67 in Healthy Subjects,febuxostat,TMX-01-014,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/TMX-01-014,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,"The Effect of Gender and Age on the Safety, Pharmacodynamics and Pharmacokinetics of TMX-67 in Healthy Subjects",febuxostat,TMX-01-016,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/TMX-01-016,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,Assessment of Potential Effect of Indomethacin on the Pharmacokinetics of TMX-67 and the Potential Effect of TMX-67 on the Pharmacokinetics of Indomethacin at Steady State in Healthy Subjects,febuxostat,TMX-02-017,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/TMX-02-017,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,A Phase 1 Study to Assess the Relative Bioavailability of Abbott Formulation B1 TMX-67 Coated Tablets to Teijin Tablets,febuxostat,TMX-02-018,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/TMX-02-018,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,"A Phase 1, Double-Blind, Randomized, 2-Period Crossover Study to Evaluate the Effect of Multiple Oral Doses of Febuxostat on the Pharmacokinetics of a Single Oral Dose of Theophylline",febuxostat,TMX-67_101,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/TMX-67_101,Not available,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2015
Takeda,"A Phase 1, Double-Blind, Randomized, 2-Period Crossover Study to Evaluate the Effect of Multiple Oral Doses of Febuxostat on the Pharmacokinetics of a Single Oral Dose of Rosiglitazone",febuxostat,TMX-67_103,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/TMX-02-018,Not available,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2015
Takeda,"A Multiple-Dose Safety, Pharmacokinetic, and Pharmacodynamic Study of Oral TMX-67 in Healthy Volunteers",febuxostat,TMX-99-001,Not available,Hyperuricemia,Phase 1,http://takedaclinicaltrials.com/browse/summary/TMX-99-001,Not available,,N,N,Y,Y,Y,Y,Y,Annotated case report forms are N/A. Blank case report forms will be provided.,1-Apr-2015
Takeda,"A Double-Blind, Dose-Response, Cross-Over Study of TAK-375 With Chronic Insomnia (Phase II Study) -- Polysomnographic Evaluation",ramelteon,TAK-375/CCT-001,NCT00915135,Insomnia,Phase 2,http://takedaclinicaltrials.com/browse/summary/TAK-375/CCT-001,https://clinicaltrials.gov/show/NCT00915135,,Y,N,Y,Y,N,N,N,Select supporting documents are  not available in English.,1-Apr-2015
